Date,Open,High,Low,Close,Volume,Open Interest
2016-06-17,4423.25,4440.0,4410.0,4422.13,4765.0,51283.0
2016-06-16,4409.75,4429.0,4361.0,4424.75,46573.0,63660.0
2016-06-15,4424.0,4444.0,4404.25,4412.75,61838.0,78656.0
2016-06-14,4419.25,4440.5,4391.75,4425.25,93610.0,110320.0
2016-06-13,4458.75,4461.75,4419.25,4426.25,112197.0,148564.0
2016-06-10,4513.0,4514.25,4446.25,4465.75,139170.0,200774.0
2016-06-09,4518.25,4522.5,4493.5,4512.0,235986.0,232147.0
2016-06-08,4512.5,4530.25,4504.0,4519.0,171372.0,234244.0
2016-06-07,4524.5,4545.5,4511.25,4514.25,155445.0,237750.0
2016-06-06,4511.0,4536.5,4504.0,4525.5,164530.0,239848.0
2016-06-03,4530.25,4538.75,4478.75,4509.0,225158.0,241973.0
2016-06-02,4520.5,4533.0,4486.25,4532.25,177728.0,238698.0
2016-06-01,4522.0,4537.5,4502.75,4521.5,190607.0,228949.0
2016-05-31,4518.25,4528.25,4497.5,4524.25,201161.0,228011.0
2016-05-27,4494.0,4513.5,4490.25,4510.0,148790.0,216691.0
2016-05-26,4473.5,4495.5,4463.5,4492.25,160776.0,209859.0
2016-05-25,4445.5,4489.5,4443.0,4474.75,235313.0,219689.0
2016-05-24,4351.5,4448.75,4341.75,4445.25,232135.0,213994.0
2016-05-23,4367.75,4381.5,4348.25,4352.5,166069.0,215512.0
2016-05-20,4317.0,4379.0,4314.5,4362.25,239285.0,225339.0
2016-05-19,4337.75,4340.75,4280.75,4317.25,264943.0,219280.0
2016-05-18,4321.0,4359.0,4301.0,4332.25,304680.0,222744.0
2016-05-17,4372.75,4393.75,4308.0,4319.5,250350.0,216182.0
2016-05-16,4316.0,4392.0,4305.5,4375.25,197277.0,219327.0
2016-05-13,4337.25,4360.5,4303.75,4324.0,248778.0,226681.0
2016-05-12,4352.5,4381.75,4305.75,4334.75,259344.0,228076.0
2016-05-11,4394.25,4403.0,4350.75,4351.5,207220.0,232166.0
2016-05-10,4334.75,4398.75,4323.75,4392.0,202296.0,234264.0
2016-05-09,4329.75,4356.5,4318.0,4335.75,204956.0,239103.0
2016-05-06,4299.25,4333.75,4271.0,4328.25,257894.0,243992.0
2016-05-05,4308.25,4342.5,4292.5,4300.25,219847.0,242401.0
2016-05-04,4335.5,4342.0,4292.25,4309.75,230347.0,240305.0
2016-05-03,4372.0,4374.5,4319.5,4334.5,264166.0,237758.0
2016-05-02,4337.0,4378.5,4318.0,4369.0,218452.0,244210.0
2016-04-29,4383.5,4391.25,4296.75,4331.5,383207.0,231995.0
2016-04-28,4432.0,4442.25,4346.25,4382.0,304694.0,228648.0
2016-04-27,4405.0,4433.75,4372.25,4423.75,303551.0,226332.0
2016-04-26,4472.25,4489.75,4407.0,4452.5,210949.0,227944.0
2016-04-25,4477.0,4479.75,4436.0,4472.25,172474.0,224518.0
2016-04-22,4488.25,4501.75,4431.0,4465.75,276832.0,229942.0
2016-04-21,4533.25,4551.75,4488.0,4497.75,236152.0,233715.0
2016-04-20,4528.25,4556.0,4509.0,4535.75,192766.0,234958.0
2016-04-19,4545.5,4584.5,4506.75,4526.75,247341.0,231695.0
2016-04-18,4518.75,4561.25,4501.0,4546.5,179869.0,225231.0
2016-04-15,4548.75,4554.5,4523.0,4538.5,171811.0,226964.0
2016-04-14,4546.5,4563.25,4530.5,4546.25,163849.0,227418.0
2016-04-13,4489.0,4553.75,4486.75,4547.75,226053.0,224098.0
2016-04-12,4447.0,4497.5,4426.5,4490.0,249246.0,223683.0
2016-04-11,4470.0,4509.75,4446.0,4451.5,242688.0,224229.0
2016-04-08,4467.5,4509.75,4451.5,4467.25,232565.0,224761.0
2016-04-07,4533.5,4539.5,4450.75,4470.25,258708.0,226967.0
2016-04-06,4476.0,4537.75,4467.25,4535.0,239591.0,216452.0
2016-04-05,4499.75,4501.5,4456.5,4469.5,218335.0,217443.0
2016-04-04,4526.75,4543.75,4495.25,4500.25,186748.0,223196.0
2016-04-01,4477.75,4529.5,4441.5,4528.5,245297.0,220359.0
2016-03-31,4480.25,4495.5,4462.25,4476.25,187716.0,216738.0
2016-03-30,4460.75,4510.25,4456.5,4482.0,222490.0,219787.0
2016-03-29,4389.75,4463.5,4374.0,4458.25,224457.0,209270.0
2016-03-28,4401.5,4425.75,4381.5,4389.5,133715.0,208894.0
2016-03-24,4395.0,4401.0,4365.0,4397.25,192091.0,208252.0
2016-03-23,4434.75,4441.25,4383.25,4395.5,211431.0,211166.0
2016-03-22,4416.0,4440.5,4383.75,4434.5,189217.0,205603.0
2016-03-21,4394.75,4421.25,4376.75,4416.25,169664.0,221182.0
2016-03-18,4395.5,4410.75,4375.75,4394.75,231832.0,220708.0
2016-03-17,4387.75,4412.75,4359.75,4393.0,268291.0,194427.0
2016-03-16,4359.25,4407.75,4340.5,4388.25,283208.0,168803.0
2016-03-15,4355.75,4364.75,4329.5,4356.25,223642.0,130817.0
2016-03-14,4342.75,4370.25,4331.5,4357.75,203722.0,80570.0
2016-03-11,4280.75,4353.75,4272.75,4344.5,214178.0,38856.0
2016-03-10,4288.75,4338.0,4220.25,4275.75,77010.0,15811.0
2016-03-09,4261.25,4289.75,4248.25,4285.5,10719.0,10572.0
2016-03-08,4291.0,4299.0,4243.25,4261.25,8081.0,7424.0
2016-03-07,4308.25,4321.0,4260.5,4291.25,4796.0,5172.0
2016-03-04,4311.0,4345.75,4289.75,4313.5,1267.0,4971.0
2016-03-03,4311.0,4335.0,4285.0,4311.25,693.0,4798.0
2016-03-02,4325.0,4348.25,4290.5,4320.25,529.0,4798.0
2016-03-01,4185.75,4328.75,4171.25,4328.5,1372.0,4542.0
2016-02-29,4214.5,4252.75,4176.25,4191.75,500.0,4477.0
2016-02-26,4233.0,4283.0,4216.25,4220.5,518.0,4443.0
2016-02-25,4203.0,4238.0,4162.25,4235.0,2179.0,2737.0
2016-02-24,4145.0,4208.75,4076.5,4199.25,1049.0,1983.0
2016-02-23,4202.0,4207.5,4146.0,4149.75,864.0,1563.0
2016-02-22,4140.5,4224.0,4138.5,4205.5,206.0,1552.0
2016-02-19,4146.25,4164.25,4112.75,4152.25,140.0,1543.0
2016-02-18,4198.0,4217.25,4136.75,4146.0,963.0,937.0
2016-02-17,4079.0,4202.0,4060.0,4187.25,528.0,824.0
2016-02-16,4021.25,4096.0,4021.25,4084.75,279.0,770.0
2016-02-12,3958.0,4008.75,3947.25,3998.5,282.0,742.0
2016-02-11,3933.0,3977.5,3856.5,3953.75,111.0,725.0
2016-02-10,3919.0,4033.0,3917.0,3960.0,409.0,629.0
2016-02-09,3929.25,3995.25,3893.25,3937.75,118.0,613.0
2016-02-08,4030.75,4038.5,3877.25,3957.75,417.0,613.0
2016-02-05,4139.0,4162.75,3994.75,4015.25,380.0,612.0
2016-02-04,4171.0,4195.25,4108.5,4149.0,172.0,542.0
2016-02-03,4155.5,4204.5,4088.75,4165.5,181.0,491.0
2016-02-02,4262.25,4268.0,4166.75,4186.25,74.0,500.0
2016-02-01,4265.0,4300.75,4226.75,4285.75,75.0,498.0
2016-01-29,4128.0,4263.0,4124.75,4257.5,164.0,486.0
2016-01-28,4136.5,4188.25,4104.75,4148.0,183.0,489.0
2016-01-27,4192.0,4212.5,4099.25,4121.25,505.0,379.0
2016-01-26,4181.0,4238.0,4131.0,4221.25,104.0,385.0
2016-01-25,4249.0,4253.0,4115.0,4181.25,320.0,393.0
2016-01-22,4126.5,4245.5,4114.75,4242.25,367.0,404.0
2016-01-21,4140.0,4184.0,4081.25,4125.0,388.0,390.0
2016-01-20,4146.0,4163.25,3979.5,4127.75,258.0,352.0
2016-01-19,4124.75,4208.5,4090.25,4139.25,144.0,353.0
2016-01-15,4246.25,4263.0,4073.25,4135.5,159.0,355.0
2016-01-14,4169.75,4293.0,4123.5,4252.25,175.0,357.0
2016-01-13,4329.75,4356.5,4163.0,4170.5,131.0,334.0
2016-01-12,4276.0,4338.0,4236.0,4307.5,90.0,321.0
2016-01-11,4247.0,4296.0,4208.25,4267.5,128.0,332.0
2016-01-08,4293.25,4362.0,4252.25,4256.25,172.0,331.0
2016-01-07,4447.0,4452.75,4280.75,4284.75,189.0,319.0
2016-01-06,4461.0,4482.0,4384.75,4442.25,110.0,322.0
2016-01-05,4500.0,4517.5,4453.75,4479.0,105.0,308.0
2016-01-04,4593.75,4601.0,4429.0,4499.5,154.0,277.0
2015-12-31,4645.25,4652.75,4578.0,4584.0,50.0,267.0
2015-12-30,4686.0,4686.0,4640.75,4640.75,27.0,276.0
2015-12-29,4634.0,4691.0,4627.75,4685.25,73.0,264.0
2015-12-28,4611.75,4613.25,4567.25,4608.5,27.0,257.0
2015-12-24,4616.75,4623.75,4603.5,4605.75,10.0,257.0
2015-12-23,4590.5,4614.0,4579.25,4602.5,24.0,258.0
2015-12-22,4557.5,4586.75,4543.0,4586.75,104.0,255.0
2015-12-21,4508.0,4562.25,4507.25,4557.75,34.0,255.0
2015-12-18,4552.75,4579.5,4499.5,4499.5,82.0,246.0
