Date,Open,High,Low,Close,Volume,Open Interest
2011-09-20,12999.0,13045.0,12989.0,13039.0,83536.0,61711.0
2011-09-19,12999.0,13045.0,12989.0,13039.0,83536.0,61711.0
2011-09-16,13036.0,13042.0,12991.0,13010.0,115866.0,74011.0
2011-09-15,13041.0,13063.0,12931.0,13048.0,109974.0,93511.0
2011-09-14,12999.0,13055.0,12976.0,13045.0,117888.0,101641.0
2011-09-13,12962.0,13022.0,12945.0,13012.0,127726.0,104722.0
2011-09-12,12897.0,13030.0,12889.0,12925.0,92989.0,109378.0
2011-09-09,12902.0,12973.0,12844.0,12910.0,94329.0,113018.0
2011-09-08,12949.0,12964.0,12887.0,12909.0,200191.0,117277.0
2011-09-07,12893.0,12978.0,12867.0,12933.0,75883.0,127491.0
2011-09-06,13012.0,13041.0,12864.0,12882.0,104455.0,125453.0
2011-09-02,13002.0,13068.0,12993.0,13032.0,78911.0,125254.0
2011-09-01,13044.0,13045.0,12944.0,13019.0,68853.0,123850.0
2011-08-31,13034.0,13088.0,13015.0,13060.0,78911.0,125254.0
2011-08-30,13015.0,13060.0,12991.0,13045.0,68853.0,123850.0
2011-08-29,13036.0,13061.0,12985.0,13005.0,59473.0,120983.0
2011-08-26,12917.0,13075.0,12911.0,13041.0,116453.0,122746.0
2011-08-25,12997.0,13015.0,12871.0,12896.0,113200.0,121075.0
2011-08-24,13046.0,13080.0,12975.0,12991.0,104289.0,124607.0
2011-08-23,13021.0,13081.0,13000.0,13036.0,82199.0,129227.0
2011-08-22,13025.0,13067.0,12953.0,13034.0,75387.0,128754.0
2011-08-19,13069.0,13173.0,12997.0,13076.0,117883.0,130995.0
2011-08-18,13053.0,13087.0,13041.0,13073.0,69936.0,128618.0
2011-08-17,13021.0,13092.0,13021.0,13079.0,60121.0,125832.0
2011-08-16,13020.0,13053.0,13003.0,13034.0,67367.0,124786.0
2011-08-15,13013.0,13061.0,12977.0,13032.0,61336.0,122044.0
2011-08-12,13016.0,13078.0,12992.0,13029.0,77931.0,121567.0
2011-08-11,13028.0,13127.0,12957.0,13017.0,135577.0,121715.0
2011-08-10,12959.0,13108.0,12944.0,13032.0,128457.0,121583.0
2011-08-09,12857.0,13048.0,12856.0,12977.0,179295.0,118639.0
2011-08-08,12798.0,12918.0,12749.0,12891.0,124891.0,121385.0
2011-08-05,12652.0,12775.0,12596.0,12755.0,181395.0,121601.0
2011-08-04,12985.0,12991.0,12467.0,12656.0,367240.0,127281.0
2011-08-03,12940.0,13031.0,12926.0,13011.0,118218.0,146153.0
2011-08-02,12931.0,13001.0,12854.0,12960.0,113149.0,147591.0
2011-08-01,12930.0,13113.0,12817.0,12976.0,190551.0,143030.0
2011-07-29,12877.0,13043.0,12846.0,12982.0,129947.0,145245.0
2011-07-28,12840.0,12887.0,12821.0,12859.0,76909.0,139999.0
2011-07-27,12833.0,12896.0,12797.0,12819.0,87373.0,135031.0
2011-07-26,12778.0,12854.0,12692.0,12845.0,94883.0,138146.0
2011-07-25,12780.0,12817.0,12734.0,12782.0,82199.0,132620.0
2011-07-22,12740.0,12779.0,12706.0,12754.0,74073.0,132174.0
2011-07-21,12690.0,12780.0,12657.0,12750.0,119324.0,132277.0
2011-07-20,12638.0,12711.0,12613.0,12700.0,79101.0,130537.0
2011-07-19,12656.0,12693.0,12619.0,12633.0,100662.0,128946.0
2011-07-18,12650.0,12672.0,12634.0,12653.0,56237.0,128884.0
2011-07-15,12637.0,12681.0,12620.0,12654.0,79376.0,125905.0
2011-07-14,12679.0,12749.0,12567.0,12642.0,131057.0,123351.0
2011-07-13,12644.0,12682.0,12572.0,12666.0,114574.0,118891.0
2011-07-12,12468.0,12640.0,12448.0,12600.0,160077.0,115309.0
2011-07-11,12424.0,12491.0,12377.0,12482.0,110033.0,105354.0
2011-07-08,12321.0,12429.0,12243.0,12408.0,133170.0,101182.0
2011-07-07,12362.0,12382.0,12287.0,12313.0,114.0,97812.0
2011-07-06,12336.0,12387.0,12333.0,12363.0,83130.0,97812.0
2011-07-05,12378.0,12422.0,12321.0,12342.0,105661.0,94452.0
2011-07-01,12416.0,12423.0,12328.0,12372.0,96506.0,94347.0
2011-06-30,12378.0,12464.0,12371.0,12433.0,107221.0,94708.0
2011-06-29,12344.0,12430.0,12323.0,12367.0,107221.0,94708.0
2011-06-28,12374.0,12404.0,12310.0,12331.0,104784.0,93818.0
2011-06-27,12438.0,12443.0,12353.0,12366.0,113095.0,95254.0
2011-06-24,12441.0,12487.0,12412.0,12437.0,99970.0,100551.0
2011-06-23,12459.0,12460.0,12382.0,12418.0,130344.0,93835.0
2011-06-22,12470.0,12506.0,12424.0,12458.0,77177.0,101584.0
2011-06-21,12466.0,12499.0,12450.0,12488.0,63954.0,98628.0
2011-06-20,12485.0,12504.0,12450.0,12461.0,78293.0,96517.0
2011-06-17,12411.0,12511.0,12404.0,12498.0,0.0,0.0
2011-06-16,12360.0,12433.0,12348.0,12400.0,120505.0,95237.0
2011-06-15,12426.0,12446.0,12341.0,12361.0,134899.0,96434.0
2011-06-14,12470.0,12492.0,12407.0,12431.0,105641.0,94148.0
2011-06-13,12466.0,12488.0,12379.0,12475.0,82965.0,97624.0
2011-06-10,12446.0,12512.0,12434.0,12454.0,95349.0,95568.0
2011-06-09,12516.0,12530.0,12439.0,12458.0,70967.0,86211.0
2011-06-08,12489.0,12553.0,12462.0,12518.0,60238.0,58045.0
2011-06-07,12492.0,12514.0,12455.0,12488.0,21729.0,25208.0
2011-06-06,12465.0,12510.0,12445.0,12497.0,15051.0,13360.0
2011-06-03,12355.0,12497.0,12350.0,12466.0,5882.0,6883.0
2011-06-02,12367.0,12428.0,12303.0,12373.0,2888.0,5753.0
2011-06-01,12280.0,12403.0,12276.0,12368.0,1769.0,4851.0
2011-05-31,12376.0,12395.0,12236.0,12279.0,1408.0,4209.0
2011-05-27,12308.0,12397.0,12299.0,12381.0,927.0,4003.0
2011-05-26,12200.0,12329.0,12190.0,12304.0,725.0,3616.0
2011-05-25,12185.0,12230.0,12175.0,12201.0,725.0,3616.0
2011-05-24,12195.0,12258.0,12171.0,12216.0,395.0,3482.0
2011-05-23,12238.0,12304.0,12196.0,12212.0,860.0,3394.0
2011-05-20,12249.0,12278.0,12223.0,12263.0,220.0,3203.0
2011-05-19,12242.0,12282.0,12169.0,12263.0,628.0,3148.0
2011-05-18,12277.0,12361.0,12245.0,12264.0,555.0,3059.0
2011-05-17,12370.0,12392.0,12239.0,12284.0,364.0,2902.0
2011-05-16,12365.0,12408.0,12344.0,12391.0,627.0,3132.0
2011-05-13,12372.0,12456.0,12341.0,12377.0,909.0,3109.0
2011-05-12,12333.0,12400.0,12303.0,12366.0,249.0,2489.0
2011-05-11,12371.0,12413.0,12304.0,12365.0,439.0,2398.0
2011-05-10,12465.0,12484.0,12359.0,12387.0,377.0,2371.0
2011-05-09,12385.0,12481.0,12380.0,12457.0,242.0,2265.0
2011-05-06,12456.0,12475.0,12367.0,12436.0,295.0,2245.0
2011-05-05,12408.0,12575.0,12405.0,12475.0,1027.0,2239.0
2011-05-04,12351.0,12441.0,12327.0,12417.0,73.0,1893.0
2011-05-03,12323.0,12401.0,12314.0,12369.0,320.0,1860.0
2011-05-02,12343.0,12354.0,12252.0,12318.0,165.0,1716.0
2011-04-29,12278.0,12346.0,12258.0,12338.0,53.0,1642.0
2011-04-28,12210.0,12293.0,12167.0,12280.0,255.0,1636.0
2011-04-27,12285.0,12315.0,12094.0,12173.0,516.0,1598.0
2011-04-26,12251.0,12282.0,12212.0,12265.0,93.0,1415.0
2011-04-25,12221.0,12254.0,12144.0,12239.0,131.0,1416.0
2011-04-21,12136.0,12261.0,12125.0,12241.0,177.0,1364.0
2011-04-20,12101.0,12168.0,12047.0,12148.0,49.0,1188.0
2011-04-19,12130.0,12158.0,12097.0,12149.0,49.0,1188.0
2011-04-18,12049.0,12179.0,12023.0,12114.0,434.0,1201.0
2011-04-15,11961.0,12065.0,11949.0,12042.0,197.0,1172.0
2011-04-14,11956.0,12066.0,11933.0,11999.0,374.0,1057.0
2011-04-13,11941.0,11987.0,11881.0,11941.0,143.0,1017.0
2011-04-12,11822.0,11993.0,11808.0,11957.0,222.0,1024.0
2011-04-11,11791.0,11845.0,11757.0,11825.0,226.0,1004.0
2011-04-08,11790.0,11822.0,11724.0,11802.0,267.0,982.0
2011-04-07,11738.0,11834.0,11710.0,11789.0,97.0,916.0
