Date,Open,High,Low,Close,Volume,Open Interest
2016-06-13,9365.5,9457.0,9359.0,9395.5,3738.0,60954.0
2016-06-10,9347.5,9385.0,9322.0,9365.5,43988.0,72709.0
2016-06-09,9354.0,9411.5,9331.0,9357.5,143450.0,104998.0
2016-06-08,9317.0,9383.0,9313.0,9350.5,147105.0,122211.0
2016-06-07,9298.0,9333.0,9268.5,9320.5,123445.0,134796.0
2016-06-06,9384.0,9397.5,9290.0,9314.0,159495.0,149134.0
2016-06-03,9189.5,9390.5,9164.5,9374.0,237842.0,144706.0
2016-06-02,9134.5,9216.5,9127.0,9185.0,127586.0,146488.0
2016-06-01,9031.5,9172.0,9024.5,9128.5,170625.0,148689.0
2016-05-31,9059.5,9061.5,8975.0,9044.5,168603.0,153361.0
2016-05-27,9114.5,9137.5,9057.0,9101.5,88323.0,152211.0
2016-05-26,9080.5,9142.5,9075.0,9116.5,110499.0,153866.0
2016-05-25,9098.0,9106.5,9057.5,9088.0,84328.0,155953.0
2016-05-24,9158.5,9164.0,9084.0,9098.0,80242.0,154106.0
2016-05-23,9085.5,9170.0,9075.5,9161.0,100202.0,156632.0
2016-05-20,9100.0,9107.0,9046.5,9075.5,76672.0,158844.0
2016-05-19,9082.0,9119.5,9063.5,9103.0,99622.0,161538.0
2016-05-18,9168.5,9203.0,9071.5,9097.5,128207.0,157120.0
2016-05-17,9176.0,9193.5,9125.0,9170.5,104526.0,160902.0
2016-05-16,9210.0,9226.0,9172.5,9182.0,65223.0,159608.0
2016-05-13,9179.0,9221.5,9133.5,9212.0,113702.0,161525.0
2016-05-12,9229.0,9246.5,9146.5,9170.0,96814.0,162047.0
2016-05-11,9153.0,9235.0,9152.0,9226.5,83988.0,164029.0
2016-05-10,9228.5,9243.0,9151.0,9156.5,99818.0,163461.0
2016-05-09,9335.0,9339.5,9214.5,9226.0,101812.0,161243.0
2016-05-06,9329.0,9403.5,9317.0,9342.0,118145.0,162917.0
2016-05-05,9352.5,9371.5,9310.0,9332.0,73467.0,162386.0
2016-05-04,9362.0,9421.0,9322.5,9360.5,105746.0,160346.0
2016-05-03,9406.5,9483.0,9382.0,9405.5,109163.0,162150.0
2016-05-02,9410.0,9429.5,9369.5,9401.5,103326.0,161806.0
2016-04-29,9255.0,9421.0,9250.5,9378.0,164279.0,167783.0
2016-04-28,8981.0,9279.5,8947.0,9261.0,242309.0,165090.0
2016-04-27,8997.0,9016.5,8958.0,8994.5,88432.0,167790.0
2016-04-26,9003.0,9047.0,8981.5,8987.0,84684.0,169669.0
2016-04-25,8954.0,9033.0,8953.0,8995.5,104718.0,173026.0
2016-04-22,9148.5,9164.0,8955.0,8964.5,177206.0,177810.0
2016-04-21,9122.5,9159.0,9111.0,9142.5,111436.0,178621.0
2016-04-20,9165.5,9207.0,9111.5,9120.0,94983.0,179206.0
2016-04-19,9202.0,9204.0,9145.5,9175.0,102632.0,176828.0
2016-04-18,9257.5,9286.5,9187.5,9202.5,110446.0,182782.0
2016-04-15,9153.5,9221.5,9125.5,9213.5,81088.0,181278.0
2016-04-14,9164.5,9196.5,9142.5,9165.0,107173.0,177897.0
2016-04-13,9223.5,9231.5,9154.5,9168.5,100205.0,172935.0
2016-04-12,9280.0,9286.0,9207.5,9229.0,104356.0,166693.0
2016-04-11,9271.0,9308.0,9236.0,9281.5,113605.0,166865.0
2016-04-08,9249.0,9271.0,9181.0,9246.5,142786.0,169995.0
2016-04-07,9126.5,9304.0,9115.0,9254.0,224110.0,171236.0
2016-04-06,9079.0,9162.5,9054.0,9136.5,165028.0,166326.0
2016-04-05,8999.5,9113.0,8996.5,9066.5,178263.0,157328.0
2016-04-04,8977.0,9017.0,8961.5,9004.5,85003.0,155632.0
2016-04-01,8904.5,8979.0,8899.5,8968.5,135372.0,149533.0
2016-03-31,8912.0,8936.5,8892.0,8904.0,88615.0,148422.0
2016-03-30,8892.5,8945.0,8881.5,8909.5,91397.0,147903.0
2016-03-29,8838.0,8900.5,8805.5,8889.0,108726.0,146979.0
2016-03-28,8849.5,8857.0,8815.0,8848.5,48267.0,146494.0
2016-03-24,8918.5,8924.5,8867.0,8896.0,81801.0,146021.0
2016-03-23,8922.0,8937.5,8876.0,8917.5,90616.0,146050.0
2016-03-22,8955.5,9000.5,8911.0,8926.0,110062.0,145953.0
2016-03-21,8987.5,9013.5,8952.0,8961.0,56763.0,144563.0
2016-03-18,8997.5,9044.5,8970.0,8981.0,106964.0,146580.0
2016-03-17,8896.5,9056.5,8874.0,8994.5,210160.0,139582.0
2016-03-16,8858.0,8925.0,8807.5,8890.5,134155.0,139773.0
2016-03-15,8811.0,8902.0,8776.0,8865.0,128260.0,139326.0
2016-03-14,8799.0,8833.5,8794.5,8809.0,70201.0,140539.0
2016-03-11,8862.5,8891.5,8801.0,8817.0,125736.0,125164.0
2016-03-10,8849.0,8904.0,8760.5,8866.5,94713.0,97014.0
2016-03-09,8898.5,8936.0,8838.5,8843.5,81207.0,63531.0
2016-03-08,8847.5,8921.5,8835.5,8906.5,53331.0,36357.0
2016-03-07,8811.0,8858.5,8806.0,8856.5,30043.0,18993.0
2016-03-04,8821.5,8866.5,8778.5,8794.0,16126.0,7837.0
2016-03-03,8831.0,8853.0,8778.5,8832.0,1581.0,7516.0
2016-03-02,8807.0,8859.5,8755.5,8843.0,1895.0,7393.0
2016-03-01,8915.5,8944.0,8785.5,8795.5,2951.0,5671.0
2016-02-29,8820.0,8903.5,8811.5,8893.0,2955.0,3035.0
2016-02-26,8880.0,8912.5,8799.0,8810.5,2050.0,2487.0
2016-02-25,8957.5,8966.0,8877.0,8895.0,1419.0,2384.0
2016-02-24,8958.5,9035.5,8938.0,8987.5,861.0,2227.0
2016-02-23,8891.0,8977.0,8877.5,8956.0,883.0,2008.0
2016-02-22,8912.5,8921.0,8851.0,8893.5,685.0,2011.0
2016-02-19,8850.5,8934.5,8849.0,8916.5,547.0,1775.0
2016-02-18,8780.0,8867.0,8777.5,8836.0,232.0,1722.0
2016-02-17,8785.5,8851.0,8764.0,8820.5,546.0,1830.0
2016-02-16,8844.0,8860.0,8737.0,8814.0,1054.0,1583.0
2016-02-12,8920.5,8989.5,8841.0,8863.5,372.0,1565.0
2016-02-11,8848.0,9044.5,8840.0,8931.5,916.0,1545.0
2016-02-10,8720.5,8871.5,8710.0,8831.0,581.0,1494.0
2016-02-09,8688.5,8792.0,8675.5,8730.0,393.0,1604.0
2016-02-08,8581.0,8714.5,8541.0,8703.0,273.0,1514.0
2016-02-05,8588.0,8630.0,8548.0,8588.0,271.0,1402.0
2016-02-04,8507.0,8610.0,8486.0,8597.0,212.0,1389.0
2016-02-03,8375.0,8571.0,8358.5,8526.5,647.0,1367.0
2016-02-02,8296.5,8371.0,8293.0,8355.0,193.0,1379.0
2016-02-01,8275.0,8315.5,8262.0,8283.5,206.0,1395.0
2016-01-29,8442.0,8484.0,8247.5,8286.5,773.0,1169.0
2016-01-28,8438.5,8470.5,8430.5,8445.5,145.0,1191.0
2016-01-27,8478.5,8498.0,8426.5,8453.5,45.0,1190.0
2016-01-26,8485.0,8526.5,8458.5,8469.5,54.0,1171.0
2016-01-25,8467.0,8529.0,8442.5,8468.0,148.0,1212.0
2016-01-22,8529.0,8534.5,8446.0,8448.5,291.0,1181.0
2016-01-21,8570.0,8615.0,8519.0,8540.0,179.0,1164.0
2016-01-20,8559.0,8652.5,8528.5,8593.0,296.0,1156.0
2016-01-19,8580.5,8586.5,8497.0,8546.5,157.0,1140.0
2016-01-15,8491.5,8613.5,8487.0,8577.5,123.0,1136.0
2016-01-14,8551.0,8557.5,8486.0,8495.0,74.0,1110.0
2016-01-13,8500.0,8532.0,8481.5,8523.5,172.0,966.0
2016-01-12,8513.5,8564.0,8504.0,8537.5,92.0,936.0
2016-01-11,8588.0,8592.5,8507.0,8545.5,179.0,931.0
2016-01-08,8534.0,8546.5,8454.0,8534.5,405.0,891.0
2016-01-07,8481.5,8556.0,8454.5,8547.5,295.0,909.0
2016-01-06,8460.0,8489.5,8426.0,8482.5,139.0,890.0
2016-01-05,8407.0,8451.0,8388.5,8439.5,42.0,872.0
2016-01-04,8340.0,8459.0,8338.0,8417.0,56.0,844.0
2015-12-31,8338.0,8369.0,8332.0,8356.5,75.0,873.0
2015-12-30,8333.0,8344.0,8325.5,8333.0,141.0,800.0
2015-12-29,8339.0,8352.5,8335.0,8345.0,21.0,793.0
2015-12-28,8351.0,8357.0,8328.5,8348.0,38.0,772.0
2015-12-24,8335.0,8353.5,8305.0,8350.5,45.0,756.0
2015-12-23,8300.0,8314.5,8296.0,8312.0,35.0,749.0
2015-12-22,8287.5,8322.0,8283.0,8300.5,17.0,744.0
2015-12-21,8283.0,8315.0,8271.0,8302.5,18.0,728.0
2015-12-18,8203.5,8299.0,8149.0,8289.5,695.0,495.0
2015-12-17,8226.0,8226.0,8177.5,8177.5,228.0,468.0
2015-12-16,8263.5,8280.0,8221.0,8253.0,30.0,472.0
2015-12-15,8305.5,8334.0,8256.0,8257.5,46.0,483.0
2015-12-14,8324.0,8352.0,8286.5,8323.0,15.0,489.0
2015-12-11,8236.5,8329.5,8227.5,8325.0,60.0,461.0
2015-12-10,8255.0,8284.5,8251.0,8264.5,3.0,459.0
2015-12-09,8225.0,8302.0,8225.0,8296.0,67.0,397.0
2015-12-08,8195.5,8195.5,8169.5,8169.5,1.0,396.0
2015-12-07,8137.0,8151.0,8137.0,8150.5,54.0,354.0
2015-12-04,8184.0,8213.0,8125.5,8159.0,9.0,349.0
2015-12-03,8178.5,8214.0,8146.5,8214.0,70.0,285.0
2015-12-02,8164.5,8164.5,8144.5,8164.5,0.0,285.0
2015-12-01,8158.5,8195.0,8158.5,8188.5,1.0,284.0
2015-11-30,8159.0,8187.0,8159.0,8169.0,1.0,283.0
2015-11-27,8186.0,8189.5,8185.5,8185.5,1.0,283.0
2015-11-25,8193.0,8222.0,8185.5,8193.0,0.0,283.0
2015-11-24,8210.5,8215.5,8182.0,8212.5,1.0,282.0
2015-11-23,8168.0,8188.5,8161.5,8188.5,4.0,282.0
2015-11-20,8181.0,8190.0,8177.5,8187.5,6.0,279.0
2015-11-19,8172.0,8197.0,8171.5,8186.5,10.0,288.0
2015-11-18,8153.0,8159.5,8141.0,8141.0,2.0,288.0
2015-11-17,8152.5,8152.5,8152.5,8152.5,16.0,272.0
2015-11-16,8222.5,8224.0,8162.0,8162.0,19.0,263.0
